,camis,name,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,inspection_type,address,zip_code,rating,price,cuisine
4992,50014239,hungry bird,bronx,980,morris ave,10456,9178014900,Indian,2016-05-25,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,23.0,Cycle Inspection / Initial Inspection,980 morris ave,10456,4.5,$$,indpak
4993,50014239,hungry bird,bronx,980,morris ave,10456,9178014900,Indian,2016-06-16,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,9.0,Cycle Inspection / Re-inspection,980 morris ave,10456,4.5,$$,indpak
4994,50014239,hungry bird,bronx,980,morris ave,10456,9178014900,Indian,2016-12-08,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,26.0,Cycle Inspection / Initial Inspection,980 morris ave,10456,4.5,$$,indpak
4995,50014239,hungry bird,bronx,980,morris ave,10456,9178014900,Indian,2017-01-09,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,Cycle Inspection / Re-inspection,980 morris ave,10456,4.5,$$,indpak
4996,50014239,hungry bird,bronx,980,morris ave,10456,9178014900,Indian,2017-09-15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9.0,Cycle Inspection / Initial Inspection,980 morris ave,10456,4.5,$$,indpak
4997,50014239,hungry bird,bronx,980,morris ave,10456,9178014900,Indian,2018-08-30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,Cycle Inspection / Initial Inspection,980 morris ave,10456,4.5,$$,indpak
4998,50014322,chipotle mexican grill,brooklyn,463,86th st,11209,7188330534,Mexican,2015-09-23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,32.0,Cycle Inspection / Initial Inspection,463 86 st,11209,2.0,$,mexican
4999,50014322,chipotle mexican grill,brooklyn,463,86th st,11209,7188330534,Mexican,2015-10-06,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,Cycle Inspection / Re-inspection,463 86 st,11209,2.0,$,mexican
5000,50014322,chipotle mexican grill,brooklyn,463,86th st,11209,7188330534,Mexican,2016-07-27,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,Cycle Inspection / Initial Inspection,463 86 st,11209,2.0,$,mexican
5001,50014322,chipotle mexican grill,brooklyn,463,86th st,11209,7188330534,Mexican,2017-08-09,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,9.0,Cycle Inspection / Initial Inspection,463 86 st,11209,2.0,$,mexican
5002,50014322,chipotle mexican grill,brooklyn,463,86th st,11209,7188330534,Mexican,2018-09-06,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Cycle Inspection / Initial Inspection,463 86 st,11209,2.0,$,mexican
5003,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2016-04-13,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,Cycle Inspection / Initial Inspection,8620 37 ave,11372,4.0,$$,peruvian
5004,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2017-06-27,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,Cycle Inspection / Initial Inspection,8620 37 ave,11372,4.0,$$,peruvian
5005,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2017-08-14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,8.0,Cycle Inspection / Re-inspection,8620 37 ave,11372,4.0,$$,peruvian
5006,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2018-02-08,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,23.0,Cycle Inspection / Initial Inspection,8620 37 ave,11372,4.0,$$,peruvian
5007,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2018-02-24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,Cycle Inspection / Re-inspection,8620 37 ave,11372,4.0,$$,peruvian
5008,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2018-06-06,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,40.0,Cycle Inspection / Initial Inspection,8620 37 ave,11372,4.0,$$,peruvian
5009,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2018-06-28,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,Cycle Inspection / Re-inspection,8620 37 ave,11372,4.0,$$,peruvian
5010,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2018-10-30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17.0,Cycle Inspection / Initial Inspection,8620 37 ave,11372,4.0,$$,peruvian
5011,50014362,urubamba,queens,8620,37th ave,11372,7186722224,Peruvian,2018-12-17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10.0,Cycle Inspection / Re-inspection,8620 37 ave,11372,4.0,$$,peruvian
5012,50014406,mcdonald's,brooklyn,357,hamilton ave,11231,7186246688,Hamburgers,2016-09-09,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,8.0,Cycle Inspection / Initial Inspection,357 hamilton ave,11231,2.5,$,hotdogs
5013,50014406,mcdonald's,brooklyn,357,hamilton ave,11231,7186246688,Hamburgers,2018-01-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,Cycle Inspection / Initial Inspection,357 hamilton ave,11231,2.5,$,hotdogs
5014,50014406,mcdonald's,brooklyn,357,hamilton ave,11231,7186246688,Hamburgers,2019-01-04,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,Cycle Inspection / Initial Inspection,357 hamilton ave,11231,2.5,$,hotdogs
5015,50014882,the big whiskey,brooklyn,524,grand st,11211,3477254386,American,2015-04-22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,8.0,Cycle Inspection / Initial Inspection,524 grand st,11211,4.0,$$,whiskeybars
5016,50014882,the big whiskey,brooklyn,524,grand st,11211,3477254386,American,2015-06-05,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10.0,Cycle Inspection / Re-inspection,524 grand st,11211,4.0,$$,whiskeybars
5017,50014882,the big whiskey,brooklyn,524,grand st,11211,3477254386,American,2015-11-13,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,Cycle Inspection / Initial Inspection,524 grand st,11211,4.0,$$,whiskeybars
5018,50014882,the big whiskey,brooklyn,524,grand st,11211,3477254386,American,2016-12-28,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,Cycle Inspection / Initial Inspection,524 grand st,11211,4.0,$$,whiskeybars
5019,50014882,the big whiskey,brooklyn,524,grand st,11211,3477254386,American,2018-02-09,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7.0,Cycle Inspection / Initial Inspection,524 grand st,11211,4.0,$$,whiskeybars
5020,50014885,campania coal fired pizza,staten island,3900,richmond ave,10312,7182273286,Italian,2016-05-21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,24.0,Cycle Inspection / Initial Inspection,3900 richmond ave,10312,4.0,$$,pizza
5021,50014885,campania coal fired pizza,staten island,3900,richmond ave,10312,7182273286,Italian,2016-07-11,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,Cycle Inspection / Re-inspection,3900 richmond ave,10312,4.0,$$,pizza
5022,50014885,campania coal fired pizza,staten island,3900,richmond ave,10312,7182273286,Italian,2017-01-26,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,15.0,Cycle Inspection / Initial Inspection,3900 richmond ave,10312,4.0,$$,pizza
5023,50014885,campania coal fired pizza,staten island,3900,richmond ave,10312,7182273286,Italian,2017-02-28,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,14.0,Cycle Inspection / Re-inspection,3900 richmond ave,10312,4.0,$$,pizza
5024,50014885,campania coal fired pizza,staten island,3900,richmond ave,10312,7182273286,Italian,2017-10-05,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,25.0,Cycle Inspection / Initial Inspection,3900 richmond ave,10312,4.0,$$,pizza
5025,50014885,campania coal fired pizza,staten island,3900,richmond ave,10312,7182273286,Italian,2017-10-31,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot food item not held at or above 140º F.,Critical,58.0,Cycle Inspection / Re-inspection,3900 richmond ave,10312,4.0,$$,pizza
5026,50014885,campania coal fired pizza,staten island,3900,richmond ave,10312,7182273286,Italian,2017-11-01,Establishment re-opened by DOHMH,na,na,Not Applicable,0.0,Cycle Inspection / Reopening Inspection,3900 richmond ave,10312,4.0,$$,pizza
5027,50014885,campania coal fired pizza,staten island,3900,richmond ave,10312,7182273286,Italian,2018-03-22,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10.0,Cycle Inspection / Initial Inspection,3900 richmond ave,10312,4.0,$$,pizza
5028,50014964,michely deli and food market,bronx,169,w tremont ave,10453,3479188560,Delicatessen,2016-07-22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,Cycle Inspection / Initial Inspection,169 w tremont ave,10453,2.5,$,delis
